owner,platform,lat,lon,observationDate,depth,DO,qcFlag 
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T21:00:00Z,1.0,7.58,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T21:15:00Z,1.0,7.35,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T21:30:00Z,1.0,7.51,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T21:45:00Z,1.0,7.38,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T22:00:00Z,1.0,7.35,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T22:15:00Z,1.0,7.47,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T22:30:00Z,1.0,7.46,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T22:45:00Z,1.0,7.49,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T23:00:00Z,1.0,7.5,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T23:15:00Z,1.0,7.29,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T23:30:00Z,1.0,7.2,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-19T23:45:00Z,1.0,7.07,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T00:00:00Z,1.0,7.01,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T00:15:00Z,1.0,6.92,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T00:30:00Z,1.0,6.71,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T00:45:00Z,1.0,6.32,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T01:00:00Z,1.0,6.83,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T01:15:00Z,1.0,6.23,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T01:30:00Z,1.0,6.2,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T01:45:00Z,1.0,6.72,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T02:00:00Z,1.0,6.57,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T02:15:00Z,1.0,6.47,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T02:30:00Z,1.0,6.53,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T02:45:00Z,1.0,6.32,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T03:00:00Z,1.0,6.41,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T03:15:00Z,1.0,6.31,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T03:30:00Z,1.0,5.94,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T03:45:00Z,1.0,6.03,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T04:00:00Z,1.0,5.42,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T04:15:00Z,1.0,5.94,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T04:30:00Z,1.0,6.19,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T04:45:00Z,1.0,6.17,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T05:00:00Z,1.0,6.01,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T05:15:00Z,1.0,5.93,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T05:30:00Z,1.0,5.85,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T05:45:00Z,1.0,5.77,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T06:00:00Z,1.0,5.97,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T06:15:00Z,1.0,5.82,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T06:30:00Z,1.0,5.84,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T06:45:00Z,1.0,5.83,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T07:00:00Z,1.0,5.71,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T07:15:00Z,1.0,5.57,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T07:30:00Z,1.0,5.59,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T07:45:00Z,1.0,5.48,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T08:00:00Z,1.0,5.5,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T08:15:00Z,1.0,5.48,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T08:30:00Z,1.0,5.41,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T08:45:00Z,1.0,5.43,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T09:00:00Z,1.0,5.35,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T09:15:00Z,1.0,5.34,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T09:30:00Z,1.0,5.32,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T09:45:00Z,1.0,5.29,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T10:00:00Z,1.0,5.35,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T10:15:00Z,1.0,5.34,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T10:30:00Z,1.0,5.24,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T10:45:00Z,1.0,5.19,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T11:00:00Z,1.0,5.23,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T11:15:00Z,1.0,5.08,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T11:30:00Z,1.0,4.99,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T11:45:00Z,1.0,4.93,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T12:00:00Z,1.0,4.76,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T12:15:00Z,1.0,4.84,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T12:30:00Z,1.0,5.1,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T12:45:00Z,1.0,5.02,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T13:00:00Z,1.0,5.12,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T13:15:00Z,1.0,5.0,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T13:30:00Z,1.0,5.09,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T13:45:00Z,1.0,4.96,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T14:00:00Z,1.0,4.85,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T14:15:00Z,1.0,5.2,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T14:30:00Z,1.0,5.24,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T14:45:00Z,1.0,5.28,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T15:00:00Z,1.0,5.39,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T15:15:00Z,1.0,5.54,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T15:30:00Z,1.0,5.89,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T15:45:00Z,1.0,5.63,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T16:00:00Z,1.0,5.45,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T16:15:00Z,1.0,5.64,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T16:30:00Z,1.0,5.35,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T16:45:00Z,1.0,5.27,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T17:00:00Z,1.0,4.68,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T17:15:00Z,1.0,5.24,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T17:30:00Z,1.0,5.24,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T17:45:00Z,1.0,4.83,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T18:00:00Z,1.0,5.01,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T18:15:00Z,1.0,5.0,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T18:30:00Z,1.0,5.4,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T18:45:00Z,1.0,5.45,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T19:00:00Z,1.0,4.89,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T19:15:00Z,1.0,4.75,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T19:30:00Z,1.0,5.12,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T19:45:00Z,1.0,5.39,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T20:00:00Z,1.0,5.79,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T20:15:00Z,1.0,5.13,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T20:30:00Z,1.0,5.36,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T20:45:00Z,1.0,5.73,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T21:00:00Z,1.0,5.97,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T21:15:00Z,1.0,5.74,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T21:30:00Z,1.0,5.27,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T21:45:00Z,1.0,5.19,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T22:00:00Z,1.0,5.76,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T22:15:00Z,1.0,6.35,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T22:30:00Z,1.0,5.99,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T22:45:00Z,1.0,5.89,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T23:00:00Z,1.0,5.7,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T23:15:00Z,1.0,5.61,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T23:30:00Z,1.0,6.41,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-20T23:45:00Z,1.0,6.73,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T00:00:00Z,1.0,6.63,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T00:15:00Z,1.0,6.45,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T00:30:00Z,1.0,6.15,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T00:45:00Z,1.0,6.37,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T01:00:00Z,1.0,5.94,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T01:15:00Z,1.0,6.55,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T01:30:00Z,1.0,6.52,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T01:45:00Z,1.0,7.36,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T02:00:00Z,1.0,6.8,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T02:15:00Z,1.0,6.74,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T02:30:00Z,1.0,6.43,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T02:45:00Z,1.0,5.92,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T03:00:00Z,1.0,7.25,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T03:15:00Z,1.0,6.85,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T03:30:00Z,1.0,6.96,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T03:45:00Z,1.0,7.01,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T04:00:00Z,1.0,6.83,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T04:15:00Z,1.0,7.01,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T04:30:00Z,1.0,7.13,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T04:45:00Z,1.0,6.91,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T05:00:00Z,1.0,6.72,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T05:15:00Z,1.0,6.55,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T05:30:00Z,1.0,6.39,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T05:45:00Z,1.0,6.32,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T06:00:00Z,1.0,6.25,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T06:15:00Z,1.0,6.18,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T06:30:00Z,1.0,6.09,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T06:45:00Z,1.0,5.52,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T07:00:00Z,1.0,5.4,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T07:15:00Z,1.0,5.74,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T07:30:00Z,1.0,5.79,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T07:45:00Z,1.0,6.19,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T08:00:00Z,1.0,6.12,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T08:15:00Z,1.0,6.02,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T08:30:00Z,1.0,5.96,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T08:45:00Z,1.0,6.15,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T09:00:00Z,1.0,6.05,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T09:15:00Z,1.0,5.97,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T09:30:00Z,1.0,5.87,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T09:45:00Z,1.0,5.79,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T10:00:00Z,1.0,5.91,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T10:15:00Z,1.0,5.99,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T10:30:00Z,1.0,5.88,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T10:45:00Z,1.0,6.09,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T11:00:00Z,1.0,6.08,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T11:15:00Z,1.0,6.15,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T11:30:00Z,1.0,6.0,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T11:45:00Z,1.0,6.03,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T12:00:00Z,1.0,5.77,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T12:15:00Z,1.0,5.79,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T12:30:00Z,1.0,5.86,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T12:45:00Z,1.0,5.81,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T13:00:00Z,1.0,5.67,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T13:15:00Z,1.0,5.77,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T13:30:00Z,1.0,5.66,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T13:45:00Z,1.0,5.74,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T14:00:00Z,1.0,5.64,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T14:15:00Z,1.0,5.41,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T14:30:00Z,1.0,4.95,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T14:45:00Z,1.0,4.97,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T15:00:00Z,1.0,5.56,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T15:15:00Z,1.0,5.3,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T15:30:00Z,1.0,5.85,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T15:45:00Z,1.0,5.92,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T16:00:00Z,1.0,5.76,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T16:15:00Z,1.0,6.31,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T16:30:00Z,1.0,6.72,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T16:45:00Z,1.0,6.68,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T17:00:00Z,1.0,7.22,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T17:15:00Z,1.0,7.37,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T17:30:00Z,1.0,7.46,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T17:45:00Z,1.0,7.21,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T18:00:00Z,1.0,6.87,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T18:15:00Z,1.0,7.01,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T18:30:00Z,1.0,7.26,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T18:45:00Z,1.0,7.38,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T19:00:00Z,1.0,7.62,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T19:15:00Z,1.0,7.36,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T19:30:00Z,1.0,7.41,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T19:45:00Z,1.0,7.4,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T20:00:00Z,1.0,7.72,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T20:15:00Z,1.0,7.86,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T20:30:00Z,1.0,7.91,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T20:45:00Z,1.0,7.88,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T21:00:00Z,1.0,8.13,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T21:15:00Z,1.0,8.17,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T21:30:00Z,1.0,8.25,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T21:45:00Z,1.0,8.44,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T22:00:00Z,1.0,8.5,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T22:15:00Z,1.0,8.35,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T22:30:00Z,1.0,8.65,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T22:45:00Z,1.0,8.73,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T23:00:00Z,1.0,8.69,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T23:15:00Z,1.0,8.7,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T23:30:00Z,1.0,8.59,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-21T23:45:00Z,1.0,8.73,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T00:00:00Z,1.0,8.55,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T00:15:00Z,1.0,8.45,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T00:30:00Z,1.0,8.43,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T00:45:00Z,1.0,8.34,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T01:00:00Z,1.0,8.08,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T01:15:00Z,1.0,7.29,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T01:30:00Z,1.0,7.82,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T01:45:00Z,1.0,7.68,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T02:00:00Z,1.0,8.09,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T02:15:00Z,1.0,8.08,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T02:30:00Z,1.0,7.96,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T02:45:00Z,1.0,7.89,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T03:00:00Z,1.0,7.83,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T03:15:00Z,1.0,7.66,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T03:30:00Z,1.0,7.56,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T03:45:00Z,1.0,7.33,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T04:00:00Z,1.0,7.2,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T04:15:00Z,1.0,7.03,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T04:30:00Z,1.0,6.99,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T04:45:00Z,1.0,6.66,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T05:00:00Z,1.0,6.51,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T05:15:00Z,1.0,6.29,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T05:30:00Z,1.0,6.0,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T05:45:00Z,1.0,5.95,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T06:00:00Z,1.0,5.82,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T06:15:00Z,1.0,5.86,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T06:30:00Z,1.0,5.69,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T06:45:00Z,1.0,5.61,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T07:00:00Z,1.0,5.41,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T07:15:00Z,1.0,5.22,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T07:30:00Z,1.0,5.18,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T07:45:00Z,1.0,5.32,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T08:00:00Z,1.0,5.12,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T08:15:00Z,1.0,5.06,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T08:30:00Z,1.0,4.93,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T08:45:00Z,1.0,4.96,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T09:00:00Z,1.0,4.74,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T09:15:00Z,1.0,4.9,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T09:30:00Z,1.0,4.83,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T09:45:00Z,1.0,4.7,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T10:00:00Z,1.0,4.8,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T10:15:00Z,1.0,4.75,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T10:30:00Z,1.0,4.75,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T10:45:00Z,1.0,4.79,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T11:00:00Z,1.0,4.9,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T11:15:00Z,1.0,4.94,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T11:30:00Z,1.0,4.83,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T11:45:00Z,1.0,5.01,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T12:00:00Z,1.0,5.03,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T12:15:00Z,1.0,5.18,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T12:30:00Z,1.0,5.36,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T12:45:00Z,1.0,5.48,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T13:00:00Z,1.0,5.6,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T13:15:00Z,1.0,5.7,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T13:30:00Z,1.0,5.77,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T13:45:00Z,1.0,5.73,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T14:00:00Z,1.0,5.93,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T14:15:00Z,1.0,6.01,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T14:30:00Z,1.0,6.03,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T14:45:00Z,1.0,6.16,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T15:00:00Z,1.0,6.15,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T15:15:00Z,1.0,6.25,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T15:30:00Z,1.0,6.36,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T15:45:00Z,1.0,6.46,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T16:00:00Z,1.0,6.54,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T16:15:00Z,1.0,6.56,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T16:30:00Z,1.0,6.6,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T16:45:00Z,1.0,6.64,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T17:00:00Z,1.0,6.86,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T17:15:00Z,1.0,6.9,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T17:30:00Z,1.0,7.25,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T17:45:00Z,1.0,7.31,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T18:00:00Z,1.0,7.4,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T18:15:00Z,1.0,7.31,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T18:30:00Z,1.0,7.16,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T18:45:00Z,1.0,7.47,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T19:00:00Z,1.0,7.37,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T19:15:00Z,1.0,7.62,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T19:30:00Z,1.0,7.51,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T19:45:00Z,1.0,7.48,1111122
LUMCON,LUML1,29.2533,-90.6633,2017-01-22T20:00:00Z,1.0,7.51,1111122
